Record ID,Status,Termination Date,Hire Date,Birthdate,Marital Status,Gender,Highest Education,Termination Reason
257,Terminated,7/7/2019,7/31/2017,8/28/1974,Married,Female,A - Not Indic,Voluntary-No Call/No Show
258,Terminated,10/18/2019,8/28/2017,12/21/1984,Single,Female,A - Not Indic,Voluntary-Another Job
259,Terminated,5/8/2019,5/16/2016,3/19/1982,Not Indicated,Male,A - Not Indic,Voluntary-Another Job
260,Terminated,5/7/2019,3/16/2018,5/19/1996,Single,Male,A - Not Indic,Voluntary-No Call/No Show
261,Terminated,5/17/2019,6/22/2015,2/21/1994,Single,Male,A - Not Indic,Voluntary-Another Job
263,Terminated,2/27/2020,10/7/2019,6/25/1992,Single,Male,A - Not Indic,Voluntary-No Call/No Show
264,Terminated,1/18/2019,9/10/2012,12/10/1972,Single,Male,A - Not Indic,Voluntary-Another Job
265,Terminated,12/4/2019,5/1/2019,4/27/1983,Married,Female,I - Master's,Voluntary-Another Job
266,Terminated,11/1/2019,11/1/2011,8/21/1958,Married,Female,A - Not Indic,Voluntary-Another Job
267,Terminated,9/27/2019,7/28/2001,7/2/1980,Single,Female,A - Not Indic,Voluntary-No Reason Given
268,Terminated,1/24/2020,4/10/2006,10/24/1967,Single,Male,A - Not Indic,Retire-Early
269,Terminated,6/14/2019,2/27/2017,4/20/1995,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
270,Terminated,2/8/2019,10/9/2017,4/15/1992,Single,Female,F - 2-Yr Coll,Voluntary-Another Job
271,Terminated,5/31/2019,3/12/2018,4/14/1982,Single,Female,A - Not Indic,Voluntary-Another Job
272,Terminated,8/16/2019,7/11/2018,10/14/1991,Single,Male,A - Not Indic,Voluntary-No Call/No Show
273,Terminated,3/20/2020,1/28/2008,8/15/1984,Single,Female,G - Bachelor's,Voluntary-Reloc/Move
274,Terminated,1/11/2019,4/17/2017,2/18/1989,Single,Male,A - Not Indic,Voluntary-Another Job
275,Terminated,1/17/2020,5/19/2000,11/15/1958,Married,Male,A - Not Indic,Voluntary-Another Job
276,Terminated,11/1/2019,6/8/2015,1/9/1993,Single,Male,A - Not Indic,Voluntary-Another Job
277,Terminated,2/28/2020,12/5/2016,4/9/1991,Single,Male,A - Not Indic,Voluntary-Another Job
278,Terminated,1/24/2020,5/20/2019,9/5/1981,Single,Male,I - Master's,Voluntary-Another Job
279,Terminated,12/26/2019,10/20/2014,10/3/1989,Single,Male,A - Not Indic,Voluntary-Another Job
280,Terminated,7/12/2019,8/22/2016,4/11/1991,Married,Male,A - Not Indic,Voluntary-Another Job
281,Terminated,12/6/2019,10/3/2016,10/15/1974,Single,Male,A - Not Indic,Voluntary-Another Job
282,Terminated,8/9/2019,8/6/2018,1/6/1966,Married,Male,G - Bachelor's,Voluntary-Another Job
283,Terminated,1/3/2020,11/3/2014,5/29/1970,Married,Male,A - Not Indic,Voluntary-Another Job
284,Terminated,4/2/2019,9/6/2005,9/13/1947,Married,Male,A - Not Indic,Voluntary-Personal Reasons
285,Terminated,2/22/2019,9/28/2015,9/19/1959,Married,Female,A - Not Indic,Voluntary-Personal Reasons
286,Terminated,1/17/2020,5/30/2017,8/8/1958,Single,Female,A - Not Indic,Voluntary-Another Job
287,Terminated,1/2/2020,12/20/1993,6/12/1948,Married,Male,A - Not Indic,Retire-Normal
288,Terminated,2/14/2020,8/20/2018,7/4/1981,Single,Male,G - Bachelor's,Voluntary-Reloc/Move
289,Terminated,12/26/2019,4/25/2011,9/15/1974,Single,Female,A - Not Indic,Voluntary-Another Job
290,Terminated,6/5/2019,7/21/2014,1/7/1987,Single,Female,A - Not Indic,Voluntary-Another Job
291,Terminated,5/31/2019,2/15/1961,2/5/1934,Married,Male,A - Not Indic,Retire-Normal
292,Terminated,3/6/2019,7/8/2009,3/15/1993,Single,Male,A - Not Indic,Voluntary-Another Job
293,Terminated,5/3/2019,5/1/2006,8/12/1979,Single,Male,A - Not Indic,Voluntary-Another Job
294,Terminated,10/11/2019,9/26/2011,9/10/1985,Married,Male,A - Not Indic,Voluntary-Personal Reasons
295,Terminated,7/3/2019,4/7/2014,10/4/1985,Single,Male,A - Not Indic,Voluntary-Another Job
296,Terminated,3/8/2019,6/1/2015,8/5/1980,Married,Male,A - Not Indic,Voluntary-Another Job
297,Terminated,2/1/2019,5/16/2016,11/27/1995,Single,Female,A - Not Indic,Voluntary-Another Job
298,Terminated,1/25/2019,11/21/2016,11/25/1976,Single,Female,C - HS Grad,Voluntary-Another Job
299,Terminated,9/13/2019,4/10/2017,8/25/1984,Single,Female,C - HS Grad,Voluntary-Reloc/Move
300,Terminated,2/1/2019,7/24/2017,9/12/1988,Single,Male,G - Bachelor's,Voluntary-No Call/No Show
301,Terminated,5/10/2019,4/12/2018,1/27/1994,Single,Female,G - Bachelor's,Voluntary-Another Job
302,Terminated,6/6/2019,4/23/2018,1/3/1991,Single,Female,I - Master's,Voluntary-Personal Reasons
303,Terminated,5/10/2019,5/14/2018,11/28/1987,Married,Male,F - 2-Yr Coll,Voluntary-Personal Reasons
304,Terminated,7/12/2019,5/29/2018,2/7/1985,Single,Female,D - Some Coll.,Voluntary-Another Job
305,Terminated,5/31/2019,11/1/2010,4/1/1979,Single,Female,A - Not Indic,Voluntary-Return To School
306,Terminated,10/22/2019,8/8/2017,9/8/1987,Single,Male,A - Not Indic,Voluntary-No Call/No Show
307,Terminated,5/17/2019,11/28/2016,4/7/1979,Single,Female,A - Not Indic,Voluntary-Personal Reasons
308,Terminated,3/7/2019,9/10/2018,10/31/1986,Single,Female,G - Bachelor's,Voluntary-Another Job
309,Terminated,1/24/2020,8/27/2018,10/16/1971,Married,Male,I - Master's,Voluntary-Another Job
310,Terminated,6/10/2019,6/3/2019,11/23/1958,Married,Male,C - HS Grad,Voluntary-Personal Reasons
311,Terminated,8/9/2019,12/19/2005,7/13/1973,Married,Female,A - Not Indic,Voluntary-Health
312,Terminated,1/3/2020,7/1/2019,8/1/1961,Divorced,Male,I - Master's,Voluntary-Dissatisfied with SW
313,Terminated,1/3/2020,1/12/2015,1/19/1987,Single,Female,A - Not Indic,Voluntary-Another Job
314,Terminated,10/25/2019,5/20/2019,7/31/1997,Single,Male,G - Bachelor's,Voluntary-Another Job
315,Terminated,3/27/2019,8/25/2004,4/27/1946,Married,Male,A - Not Indic,Voluntary-Health
316,Terminated,4/18/2019,2/23/2004,10/1/1970,Single,Male,A - Not Indic,Voluntary-Reloc/Move
317,Terminated,7/1/2019,9/14/2009,7/4/1965,Not Indicated,Male,A - Not Indic,Voluntary-Health
318,Terminated,6/7/2019,2/25/2013,10/2/1952,Married,Male,A - Not Indic,Voluntary-Health
319,Terminated,9/4/2019,8/26/2013,8/31/1955,Married,Male,A - Not Indic,Voluntary-Health
320,Terminated,1/14/2019,6/15/2015,12/8/1980,Married,Male,A - Not Indic,Voluntary-Dissatisfied with SW
321,Terminated,1/31/2019,1/4/2017,12/10/1990,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
322,Terminated,12/11/2019,1/15/2019,11/30/1968,Single,Male,C - HS Grad,Voluntary-Another Job
323,Terminated,12/2/2019,6/12/2019,7/10/1975,Married,Male,G - Bachelor's,Voluntary-Another Job
324,Terminated,1/6/2020,10/2/2019,10/15/1971,Single,Male,G - Bachelor's,Voluntary-No Reason Given
325,Terminated,2/15/2019,3/14/2016,6/1/1993,Single,Female,A - Not Indic,Voluntary-Personal Reasons
326,Terminated,8/7/2019,1/4/2017,5/15/1990,Married,Male,A - Not Indic,Voluntary-Health
327,Terminated,11/18/2019,8/12/2019,12/11/1985,Single,Female,C - HS Grad,Voluntary-Dissatisfied with SW
328,Terminated,2/28/2019,8/1/2007,4/17/1977,Not Indicated,Female,A - Not Indic,Voluntary-Another Job
329,Terminated,6/28/2019,2/18/2013,4/4/1963,Married,Female,A - Not Indic,Voluntary-Another Job
330,Terminated,1/17/2020,8/5/2019,12/14/1981,Married,Male,A - Not Indic,Voluntary-Another Job
331,Terminated,4/24/2020,2/24/2020,3/1/1976,Single,Male,A - Not Indic,Voluntary-Another Job
332,Terminated,3/1/2019,1/4/2011,10/10/1954,Not Indicated,Female,A - Not Indic,Voluntary-Health
333,Terminated,11/15/2019,10/9/2018,10/29/1982,Married,Female,G - Bachelor's,Voluntary-No Reason Given
334,Terminated,4/12/2019,1/5/2004,3/3/1982,Single,Male,A - Not Indic,Voluntary-Another Job
335,Terminated,5/29/2019,3/23/2015,2/20/1988,Single,Male,A - Not Indic,Voluntary-Another Job
336,Terminated,4/2/2020,6/27/1998,12/8/1953,Single,Female,A - Not Indic,Voluntary-Health
337,Terminated,6/7/2019,9/26/2016,5/8/1989,Married,Male,A - Not Indic,Voluntary-Another Job
338,Terminated,12/30/2019,6/27/1998,5/15/1947,Single,Female,A - Not Indic,Retire-Normal
339,Terminated,7/15/2019,12/14/2015,4/27/1974,Single,Male,A - Not Indic,Voluntary-Another Job
340,Terminated,7/16/2019,3/23/2018,4/2/1982,Single,Female,A - Not Indic,Voluntary-Another Job
341,Terminated,5/16/2019,3/14/2016,3/6/1985,Single,Female,A - Not Indic,Voluntary-No Child Care
342,Terminated,3/23/2020,3/13/2019,6/11/1973,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
343,Terminated,2/22/2019,3/3/2015,3/20/1987,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
344,Terminated,2/28/2020,1/28/2019,9/18/1991,Married,Male,G - Bachelor's,Voluntary-Reloc/Move
345,Terminated,12/3/2019,1/2/2001,10/16/1968,Single,Male,A - Not Indic,Voluntary-Another Job
346,Terminated,10/4/2019,1/24/2013,10/9/1987,Single,Male,F - 2-Yr Coll,Voluntary-Another Job
347,Terminated,4/23/2020,7/8/2014,7/20/1974,Single,Male,C - HS Grad,Voluntary-Health
348,Terminated,5/6/2019,8/31/2015,8/27/1988,Not Indicated,Male,A - Not Indic,Voluntary-No Call/No Show
349,Terminated,12/13/2019,10/26/2015,7/8/1991,Not Indicated,Female,A - Not Indic,Voluntary-Another Job
350,Terminated,8/8/2019,11/16/2015,3/21/1989,Not Indicated,Male,A - Not Indic,Voluntary-Another Job
351,Terminated,9/27/2019,7/11/2016,1/14/1973,Not Indicated,Male,A - Not Indic,Voluntary-Another Job
352,Terminated,6/13/2019,9/17/2017,4/28/1965,Married,Male,A - Not Indic,Retire-Early
353,Terminated,2/27/2020,7/16/2018,6/18/1990,Single,Female,A - Not Indic,Voluntary-Another Job
354,Terminated,1/8/2020,7/23/2018,2/26/1969,Married,Female,C - HS Grad,Voluntary-Health
355,Terminated,5/14/2019,11/26/2018,4/15/1988,Single,Male,A - Not Indic,Voluntary-Personal Reasons
356,Terminated,1/20/2020,3/4/2019,9/29/1976,Married,Female,A - Not Indic,Voluntary-Another Job
357,Terminated,5/9/2019,3/4/2019,3/13/1971,Single,Male,A - Not Indic,Voluntary-Personal Reasons
358,Terminated,7/22/2019,4/8/2019,5/25/2000,Single,Male,A - Not Indic,Voluntary-Return To School
359,Terminated,11/14/2019,4/8/2019,5/2/1986,Single,Male,A - Not Indic,Voluntary-No Call/No Show
360,Terminated,7/12/2019,9/21/2015,8/4/1959,Not Indicated,Male,A - Not Indic,Voluntary-Health
361,Terminated,8/21/2019,10/19/2015,9/19/1957,Married,Male,A - Not Indic,Retire-Normal
362,Terminated,3/13/2020,12/2/2019,5/2/2002,Single,Female,A - Not Indic,Voluntary-Return To School
363,Terminated,5/2/2019,9/24/2007,4/22/1980,Married,Female,A - Not Indic,Voluntary-Personal Reasons
364,Terminated,4/4/2019,4/20/2009,3/16/1973,Married,Female,E - Tech Sch,Voluntary-Another Job
365,Terminated,6/3/2019,6/2/2014,1/9/1992,Single,Female,D - Some Coll.,Voluntary-Another Job
366,Terminated,1/2/2020,11/3/2014,11/14/1990,Single,Female,F - 2-Yr Coll,Voluntary-Another Job
367,Terminated,2/19/2019,11/17/2014,9/13/1992,Single,Female,C - HS Grad,Voluntary-Another Job
368,Terminated,10/10/2019,12/8/2014,3/23/1980,Single,Male,C - HS Grad,Voluntary-Personal Reasons
369,Terminated,5/2/2019,9/18/2017,12/14/1996,Single,Female,C - HS Grad,Voluntary-Health
370,Terminated,4/26/2019,12/18/2017,7/14/1986,Single,Female,C - HS Grad,Voluntary-Another Job
371,Terminated,6/19/2019,12/18/2017,10/27/1994,Single,Female,C - HS Grad,Voluntary-No Child Care
372,Terminated,2/1/2019,2/12/2018,8/23/1997,Single,Female,D - Some Coll.,Voluntary-Another Job
373,Terminated,5/10/2019,4/2/2018,9/17/1971,Married,Female,C - HS Grad,Voluntary-No Call/No Show
374,Terminated,3/1/2019,6/26/2018,1/11/1989,Single,Female,D - Some Coll.,Voluntary-Another Job
375,Terminated,2/21/2019,8/6/2018,3/5/1977,Single,Female,C - HS Grad,Voluntary-Another Job
376,Terminated,12/27/2019,10/15/2018,8/9/1993,Single,Male,C - HS Grad,Voluntary-Another Job
377,Terminated,1/9/2019,10/30/2018,9/4/1970,Married,Female,F - 2-Yr Coll,Voluntary-Health
378,Terminated,4/26/2019,10/30/2018,2/14/1998,Single,Female,D - Some Coll.,Voluntary-Another Job
379,Terminated,9/13/2019,3/12/2019,2/7/2000,Single,Female,C - HS Grad,Voluntary-Personal Reasons
380,Terminated,11/4/2019,3/12/2019,10/29/1996,Single,Female,C - HS Grad,Voluntary-Personal Reasons
381,Terminated,10/18/2019,4/30/2019,12/4/1983,Married,Female,D - Some Coll.,Voluntary-Another Job
382,Terminated,6/13/2019,4/30/2019,5/6/1993,Single,Male,C - HS Grad,Voluntary-Another Job
383,Terminated,8/5/2019,5/22/2019,12/24/1978,Married,Female,C - HS Grad,Voluntary-Personal Reasons
385,Terminated,11/5/2019,11/4/2019,9/28/1993,Single,Female,C - HS Grad,Voluntary-Personal Reasons
386,Terminated,5/24/2019,7/10/2017,3/16/1991,Single,Male,F - 2-Yr Coll,Voluntary-Another Job
387,Terminated,4/30/2019,2/15/2010,3/20/1982,Married,Female,A - Not Indic,Voluntary-No Child Care
388,Terminated,10/9/2019,12/3/2001,3/12/1960,Single,Female,E - Tech Sch,Voluntary-Health
389,Terminated,2/8/2019,2/9/1998,1/6/1953,Married,Female,G - Bachelor's,Retire-Normal
390,Terminated,1/9/2019,4/22/2013,12/18/1968,Single,Female,F - 2-Yr Coll,Voluntary-Health
391,Terminated,4/30/2019,1/25/2016,10/19/1990,Single,Male,G - Bachelor's,Voluntary-Personal Reasons
392,Terminated,3/6/2020,5/13/1996,3/9/1958,Married,Female,C - HS Grad,Retire-Early
393,Terminated,10/21/2019,9/13/2010,4/20/1985,Single,Male,A - Not Indic,Voluntary-No Reason Given
394,Terminated,4/15/2019,8/12/2013,8/26/1970,Single,Male,D - Some Coll.,Voluntary-No Reason Given
395,Terminated,6/7/2019,8/11/2014,11/20/1985,Single,Female,F - 2-Yr Coll,Voluntary-Another Job
396,Terminated,2/22/2019,10/12/2015,4/11/1986,Single,Male,D - Some Coll.,Voluntary-Another Job
397,Terminated,1/9/2019,10/24/2016,6/19/1990,Single,Female,D - Some Coll.,Voluntary-Another Job
398,Terminated,3/29/2019,11/14/2016,1/18/1971,Married,Female,C - HS Grad,Voluntary-Another Job
399,Terminated,2/4/2019,6/19/2017,7/3/1992,Married,Female,G - Bachelor's,Voluntary-Personal Reasons
400,Terminated,5/28/2019,2/12/2018,9/3/1976,Married,Female,C - HS Grad,Voluntary-Personal Reasons
401,Terminated,2/19/2019,4/30/2018,10/7/1998,Single,Female,C - HS Grad,Voluntary-Another Job
402,Terminated,2/21/2019,4/30/2018,9/17/1999,Single,Male,C - HS Grad,Voluntary-Another Job
403,Terminated,2/7/2020,6/11/2018,6/11/1996,Single,Female,D - Some Coll.,Voluntary-Another Job
404,Terminated,9/18/2019,3/4/2019,5/1/1999,Single,Male,C - HS Grad,Voluntary-No Call/No Show
405,Terminated,2/14/2020,3/12/2019,9/6/1997,Married,Female,D - Some Coll.,Voluntary-No Child Care
406,Terminated,8/22/2019,6/18/2019,6/7/2001,Single,Male,C - HS Grad,Voluntary-Personal Reasons
407,Terminated,12/18/2019,11/4/2019,12/20/1997,Single,Female,D - Some Coll.,Voluntary-Health
408,Terminated,1/2/2020,11/4/2019,8/18/1970,Married,Female,C - HS Grad,Voluntary-Another Job
409,Terminated,7/18/2019,3/18/2019,9/14/1957,Married,Male,I - Master's,Voluntary-No Reason Given
410,Terminated,2/15/2019,6/20/2016,4/15/1965,Single,Male,G - Bachelor's,Voluntary-Personal Reasons
411,Terminated,1/7/2020,11/15/2018,11/20/1964,Married,Female,A - Not Indic,Voluntary-No Call/No Show
412,Terminated,4/17/2020,11/15/2018,4/5/1958,Married,Male,A - Not Indic,Voluntary-No Reason Given
413,Terminated,1/14/2020,11/15/2018,12/16/1962,Married,Male,A - Not Indic,Voluntary-No Reason Given
414,Terminated,2/25/2019,8/13/2015,1/22/1980,Single,Female,A - Not Indic,Voluntary-No Reason Given
415,Terminated,4/17/2019,11/15/2018,3/3/1993,Single,Female,A - Not Indic,Voluntary-No Call/No Show
416,Terminated,10/25/2019,11/15/2018,8/3/1968,Single,Female,A - Not Indic,Voluntary-No Call/No Show
417,Terminated,2/25/2019,11/15/2018,12/28/1977,Married,Female,A - Not Indic,Voluntary-No Reason Given
418,Terminated,3/14/2019,3/4/2019,5/8/1976,Single,Female,A - Not Indic,Voluntary-Personal Reasons
419,Terminated,6/3/2019,3/8/2019,1/2/1967,Single,Female,A - Not Indic,Voluntary-No Reason Given
420,Terminated,5/15/2019,5/8/2019,8/8/1986,Married,Female,A - Not Indic,Voluntary-No Reason Given
421,Terminated,8/13/2019,8/6/2019,4/21/1971,Married,Female,A - Not Indic,Voluntary-No Call/No Show
422,Terminated,1/9/2020,8/28/2019,7/19/1995,Single,Female,A - Not Indic,Voluntary-No Call/No Show
423,Terminated,2/28/2020,4/4/2003,11/23/1980,Single,Female,A - Not Indic,Voluntary-No Call/No Show
424,Terminated,10/25/2019,11/15/2018,3/12/1960,Married,Female,A - Not Indic,Voluntary-No Call/No Show
425,Terminated,1/9/2020,11/15/2018,12/2/1968,Married,Female,A - Not Indic,Voluntary-No Reason Given
426,Terminated,7/30/2019,11/15/2018,11/25/1962,Single,Female,A - Not Indic,Voluntary-No Reason Given
427,Terminated,10/7/2019,11/15/2018,7/7/1962,Single,Female,A - Not Indic,Voluntary-No Call/No Show
428,Terminated,1/9/2019,11/15/2018,10/4/1996,Single,Male,A - Not Indic,Voluntary-No Reason Given
429,Terminated,12/9/2019,11/15/2018,3/15/1963,Married,Female,A - Not Indic,Voluntary-No Reason Given
430,Terminated,8/5/2019,11/15/2018,2/28/1997,Single,Male,A - Not Indic,Voluntary-No Reason Given
431,Terminated,7/30/2019,5/22/2017,5/26/1986,Married,Female,A - Not Indic,Voluntary-No Reason Given
432,Terminated,3/16/2020,11/15/2018,10/25/1968,Married,Female,A - Not Indic,Voluntary-No Reason Given
433,Terminated,7/1/2019,11/15/2018,9/18/1983,Single,Male,A - Not Indic,Voluntary-No Reason Given
434,Terminated,8/7/2019,11/15/2018,4/13/1971,Single,Female,A - Not Indic,Voluntary-No Reason Given
435,Terminated,2/18/2019,11/15/2018,7/10/1993,Single,Female,A - Not Indic,Voluntary-Illness in Family
436,Terminated,8/13/2019,11/15/2018,2/27/1992,Single,Female,A - Not Indic,Voluntary-No Reason Given
437,Terminated,3/11/2019,11/15/2018,4/9/1961,Married,Male,A - Not Indic,Voluntary-No Reason Given
438,Terminated,2/13/2019,2/11/2019,9/30/1979,Not Indicated,Male,A - Not Indic,Voluntary-No Reason Given
439,Terminated,7/2/2019,5/8/2019,1/3/1964,Married,Male,A - Not Indic,Voluntary-No Call/No Show
440,Terminated,10/3/2019,5/20/2019,5/16/1994,Single,Female,A - Not Indic,Voluntary-No Reason Given
441,Terminated,10/25/2019,6/27/2019,2/12/1971,Single,Male,A - Not Indic,Voluntary-No Call/No Show
442,Terminated,11/6/2019,7/1/2019,8/12/1974,Single,Female,A - Not Indic,Voluntary-No Reason Given
443,Terminated,2/7/2020,7/8/2019,1/21/1976,Single,Female,A - Not Indic,Voluntary-No Reason Given
444,Terminated,10/18/2019,7/9/2019,10/5/1973,Single,Female,A - Not Indic,Voluntary-No Reason Given
445,Terminated,10/7/2019,7/31/2019,2/26/2000,Single,Female,A - Not Indic,Voluntary-No Call/No Show
446,Terminated,1/22/2020,9/3/2019,4/5/1999,Single,Female,A - Not Indic,Voluntary-Personal Reasons
447,Terminated,11/15/2019,9/20/2019,12/27/1990,Single,Female,A - Not Indic,Voluntary-No Reason Given
448,Terminated,10/21/2019,9/20/2019,11/14/1996,Single,Male,A - Not Indic,Voluntary-No Reason Given
449,Terminated,1/28/2020,10/1/2019,1/4/1998,Single,Female,A - Not Indic,Voluntary-No Call/No Show
450,Terminated,11/25/2019,10/2/2019,5/10/1984,Single,Female,A - Not Indic,Voluntary-No Reason Given
451,Terminated,11/15/2019,10/15/2019,12/28/1979,Married,Female,A - Not Indic,Voluntary-No Reason Given
452,Terminated,10/31/2019,10/21/2019,12/19/1991,Single,Male,A - Not Indic,Voluntary-No Reason Given
453,Terminated,1/28/2020,10/22/2019,12/9/1964,Single,Female,A - Not Indic,Voluntary-No Call/No Show
454,Terminated,2/7/2020,10/23/2019,9/14/2001,Single,Male,A - Not Indic,Voluntary-No Call/No Show
455,Terminated,1/14/2020,11/21/2019,10/18/1995,Single,Male,A - Not Indic,Voluntary-No Reason Given
456,Terminated,1/3/2020,11/22/2019,12/28/2000,Single,Male,A - Not Indic,Voluntary-No Reason Given
457,Terminated,12/2/2019,11/25/2019,4/12/1969,Married,Male,A - Not Indic,Voluntary-No Reason Given
458,Terminated,12/3/2019,11/26/2019,3/12/2001,Single,Male,A - Not Indic,Voluntary-No Call/No Show
459,Terminated,1/24/2020,1/7/2020,4/6/1980,Married,Female,A - Not Indic,Voluntary-No Call/No Show
460,Terminated,1/24/2020,1/8/2020,7/4/1994,Single,Female,A - Not Indic,Voluntary-No Call/No Show
461,Terminated,3/27/2020,1/9/2020,3/13/2000,Single,Male,A - Not Indic,Voluntary-No Reason Given
462,Terminated,2/10/2020,2/5/2020,12/12/1978,Single,Female,A - Not Indic,Voluntary-No Reason Given
463,Terminated,7/31/2019,11/15/2018,7/16/1969,Married,Female,A - Not Indic,Voluntary-No Reason Given
464,Terminated,3/17/2020,11/15/2018,3/19/1958,Married,Female,A - Not Indic,Retire-Early
465,Terminated,3/6/2020,7/16/2012,9/16/1960,Single,Female,A - Not Indic,Voluntary-No Reason Given
466,Terminated,11/8/2019,11/15/2018,3/17/1966,Married,Male,A - Not Indic,Voluntary-No Reason Given
467,Terminated,9/16/2019,11/15/2018,4/18/1964,Single,Female,A - Not Indic,Voluntary-No Reason Given
468,Terminated,1/20/2020,11/15/2018,8/4/1976,Married,Female,A - Not Indic,Voluntary-No Reason Given
469,Terminated,4/13/2020,11/15/2018,10/15/1970,Single,Female,A - Not Indic,Voluntary-Personal Reasons
470,Terminated,7/21/2019,11/15/2018,5/31/1974,Married,Female,A - Not Indic,Voluntary-No Reason Given
471,Terminated,4/17/2020,11/15/2018,12/20/1961,Married,Female,A - Not Indic,Voluntary-No Reason Given
472,Terminated,3/15/2019,11/15/2018,2/9/1945,Married,Male,A - Not Indic,Retire-Early
473,Terminated,6/21/2019,11/15/2018,4/7/1959,Single,Female,A - Not Indic,Voluntary-No Reason Given
474,Terminated,4/17/2020,11/15/2018,5/30/1998,Single,Female,A - Not Indic,Voluntary-No Reason Given
475,Terminated,8/2/2019,11/15/2018,7/3/1967,Married,Male,A - Not Indic,Voluntary-No Reason Given
476,Terminated,4/9/2020,11/15/2018,1/3/1963,Married,Female,A - Not Indic,Voluntary-Personal Reasons
477,Terminated,1/6/2020,11/15/2018,4/1/1996,Single,Female,A - Not Indic,Voluntary-No Reason Given
478,Terminated,12/9/2019,11/15/2018,10/10/1968,Married,Female,A - Not Indic,Voluntary-No Reason Given
479,Terminated,1/25/2019,11/15/2018,1/13/1994,Single,Male,A - Not Indic,Voluntary-No Call/No Show
480,Terminated,8/29/2019,11/15/2018,2/2/1967,Single,Female,A - Not Indic,Voluntary-No Reason Given
481,Terminated,12/24/2019,11/15/2018,2/24/1973,Married,Female,A - Not Indic,Voluntary-No Reason Given
482,Terminated,12/6/2019,11/15/2018,10/28/1973,Married,Female,A - Not Indic,Voluntary-No Reason Given
483,Terminated,4/8/2020,12/21/2018,4/10/1972,Not Indicated,Female,A - Not Indic,Voluntary-No Child Care
484,Terminated,10/11/2019,1/14/2019,7/16/1962,Single,Male,A - Not Indic,Voluntary-No Reason Given
485,Terminated,10/11/2019,1/23/2019,10/13/1984,Single,Male,A - Not Indic,Voluntary-No Reason Given
486,Terminated,4/17/2019,1/23/2019,11/29/1991,Single,Male,A - Not Indic,Voluntary-No Reason Given
487,Terminated,3/25/2019,1/24/2019,2/16/1992,Single,Male,A - Not Indic,Voluntary-Reloc/Move
488,Terminated,9/10/2019,2/27/2019,6/5/1996,Single,Female,A - Not Indic,Voluntary-No Reason Given
489,Terminated,6/12/2019,3/4/2019,12/22/1997,Single,Male,A - Not Indic,Voluntary-No Reason Given
490,Terminated,8/16/2019,3/4/2019,4/7/1977,Single,Female,A - Not Indic,Voluntary-No Reason Given
491,Terminated,8/5/2019,3/4/2019,8/30/1999,Single,Female,A - Not Indic,Voluntary-No Reason Given
492,Terminated,11/8/2019,3/4/2019,7/10/1997,Single,Male,A - Not Indic,Voluntary-No Reason Given
493,Terminated,4/25/2019,3/4/2019,7/20/1984,Single,Male,A - Not Indic,Voluntary-No Reason Given
494,Terminated,3/29/2019,3/25/2019,7/4/1997,Single,Female,A - Not Indic,Voluntary-No Call/No Show
495,Terminated,4/1/2019,3/25/2019,6/26/1986,Single,Female,A - Not Indic,Voluntary-No Child Care
496,Terminated,3/29/2019,3/25/2019,5/3/1978,Married,Male,A - Not Indic,Voluntary-No Call/No Show
497,Terminated,3/29/2019,3/25/2019,6/19/1996,Single,Female,A - Not Indic,Voluntary-No Reason Given
498,Terminated,3/29/2019,3/25/2019,3/21/1978,Single,Female,A - Not Indic,Voluntary-No Call/No Show
499,Terminated,12/17/2019,3/25/2019,7/17/1972,Married,Female,A - Not Indic,Voluntary-No Reason Given
500,Terminated,3/29/2019,3/25/2019,12/11/1999,Single,Male,A - Not Indic,Voluntary-No Call/No Show
501,Terminated,3/27/2019,3/26/2019,1/16/1984,Single,Male,A - Not Indic,Voluntary-No Reason Given
502,Terminated,4/8/2019,3/27/2019,7/27/1990,Married,Female,A - Not Indic,Voluntary-No Reason Given
503,Terminated,6/13/2019,4/1/2019,9/12/1978,Single,Female,A - Not Indic,Voluntary-No Reason Given
504,Terminated,10/21/2019,4/1/2019,12/3/2000,Single,Male,A - Not Indic,Voluntary-No Reason Given
505,Terminated,6/21/2019,4/8/2019,5/5/1969,Married,Female,A - Not Indic,Voluntary-No Reason Given
506,Terminated,5/29/2019,4/8/2019,5/30/1976,Single,Female,A - Not Indic,Voluntary-No Reason Given
507,Terminated,4/22/2019,4/11/2019,3/29/2000,Single,Female,A - Not Indic,Voluntary-No Reason Given
508,Terminated,8/29/2019,4/29/2019,12/31/1987,Single,Female,A - Not Indic,Voluntary-No Call/No Show
509,Terminated,5/15/2019,4/30/2019,10/31/1996,Single,Male,A - Not Indic,Voluntary-No Reason Given
510,Terminated,8/12/2019,5/8/2019,2/7/1989,Married,Female,A - Not Indic,Voluntary-No Reason Given
511,Terminated,8/5/2019,5/13/2019,7/23/1993,Single,Female,A - Not Indic,Voluntary-No Reason Given
512,Terminated,9/23/2019,5/29/2019,8/7/1990,Married,Female,A - Not Indic,Voluntary-No Reason Given
513,Terminated,7/16/2019,5/29/2019,7/2/1992,Married,Female,A - Not Indic,Voluntary-No Reason Given
